City_ID,City,Country,Max Temp,Description,Lat,Lng,Hotel Name
576,Tura,IN,73.27,light rain,25.52,90.22,
577,Kavaratti,IN,83.16,broken clouds,10.57,72.64,
578,Malacky,SK,57.99,overcast clouds,48.44,17.02,
580,Kieta,PG,78.91,overcast clouds,-6.22,155.63,
581,Doume,CM,83.55,few clouds,4.23,13.45,
582,Yenagoa,NG,83.44,moderate rain,4.92,6.26,
583,Wajid,SO,81.27,few clouds,3.81,43.25,
584,Umm Lajj,SA,81.7,clear sky,25.02,37.27,
586,Tagusao,PH,79.77,overcast clouds,9.19,117.81,
587,Messina,IT,69.8,few clouds,38.19,15.55,
589,Wewak,PG,79.9,light rain,-3.55,143.63,
590,Touros,BR,84.2,broken clouds,-5.2,-35.46,
591,Boz,FR,66.99,clear sky,46.41,4.91,
594,Gorontalo,ID,77.92,overcast clouds,0.54,123.06,
595,Caranavi,BO,67.23,overcast clouds,-15.82,-67.55,
596,Wanning,CN,74.03,few clouds,18.8,110.4,
598,Moree,AU,57.2,clear sky,-29.47,149.85,
599,Bastos,BR,80.51,scattered clouds,-21.92,-50.73,
600,Shetpe,KZ,57.97,overcast clouds,44.17,52.12,
602,Nicoya,CR,77.0,scattered clouds,10.15,-85.45,
603,Montijo,PT,71.6,few clouds,38.71,-8.97,
604,Manokwari,ID,80.85,overcast clouds,-0.87,134.08,
605,Miramar,US,82.0,overcast clouds,25.99,-80.23,
607,Valdez,EC,78.46,overcast clouds,1.25,-78.98,
608,Vila Velha,BR,73.4,overcast clouds,-20.33,-40.29,
609,Isangel,VU,75.0,overcast clouds,-19.55,169.27,
613,Young,UY,72.0,clear sky,-32.68,-57.63,
614,Babu,CN,66.94,few clouds,24.42,111.52,
615,Mangan,IN,68.31,broken clouds,27.52,88.53,
616,Atherton,GB,55.99,overcast clouds,53.52,-2.49,
617,Bac Lieu,VN,79.65,light rain,9.29,105.72,
619,Kaeo,NZ,60.01,scattered clouds,-35.1,173.78,
624,Saint-Joseph,RE,71.6,overcast clouds,-21.37,55.62,
625,Reconquista,AR,73.42,clear sky,-29.15,-59.65,
628,Lorengau,PG,80.91,scattered clouds,-2.02,147.27,
631,Rancho Palos Verdes,US,55.4,clear sky,33.74,-118.39,
632,Xixiang,CN,62.01,clear sky,35.16,112.86,
634,Baisha,CN,63.64,overcast clouds,26.52,110.93,
635,Naze,JP,71.6,few clouds,28.37,129.48,
636,Jerantut,MY,75.4,heavy intensity rain,3.94,102.36,
637,Quatre Cocos,MU,69.8,shower rain,-20.21,57.76,
638,Ancud,CL,64.0,clear sky,-41.87,-73.82,
639,Alexander City,US,61.0,clear sky,32.94,-85.95,
643,Seoul,KR,59.0,overcast clouds,37.57,126.98,
645,Belur,IN,67.62,scattered clouds,13.17,75.87,
646,Kyaka,TZ,77.0,scattered clouds,-1.25,31.42,
648,Ugoofaaru,MV,83.07,few clouds,5.67,73.0,
649,Aden,YE,83.48,clear sky,12.78,45.04,
652,Mizan Teferi,ET,66.72,light rain,6.98,35.58,
653,Mangrol,IN,81.84,clear sky,21.12,70.12,
654,Soyo,AO,84.2,few clouds,-6.13,12.37,
656,Zaltan,LY,71.6,few clouds,32.95,11.87,
657,Gambo,CF,82.87,light rain,4.65,22.26,
658,Oranjestad,AW,84.2,few clouds,12.52,-70.03,
659,Makakilo City,US,71.6,broken clouds,21.35,-158.09,
661,Klaeng,TH,82.0,overcast clouds,12.78,101.65,
663,Port Shepstone,ZA,63.36,light rain,-30.74,30.45,
668,Barcelona,ES,77.0,clear sky,41.39,2.16,
669,Matay,EG,81.84,clear sky,28.42,30.78,
670,Dali,CN,58.48,few clouds,25.7,100.18,
672,De Aar,ZA,70.72,broken clouds,-30.65,24.01,
673,Enshi,CN,58.5,light rain,30.3,109.48,
674,Junction City,US,55.4,clear sky,39.03,-96.83,
676,Corinto,GR,69.01,clear sky,37.94,22.96,
677,Kara-Tyube,RU,60.49,overcast clouds,44.63,45.44,
678,Jining,CN,57.24,clear sky,35.41,116.58,
