City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Description
365,Methoni,GR,36.82,21.7,72.0,46,40,6.93,scattered clouds
366,Bereda,ES,43.27,-7.54,66.0,83,100,17.0,overcast clouds
367,Sarkand,KZ,45.41,79.92,42.15,60,0,2.1,clear sky
368,Clyde River,CA,70.47,-68.59,17.6,92,90,10.29,light snow
369,Kruisfontein,ZA,-34.0,24.73,66.99,63,29,7.0,scattered clouds
370,Ottawa,CA,45.41,-75.7,34.0,79,5,4.7,clear sky
371,Marsala,IT,37.8,12.44,69.8,73,20,12.75,few clouds
372,Alice,US,27.75,-98.07,60.8,82,1,4.7,clear sky
373,Jinhua,CN,29.11,119.65,58.57,72,5,2.35,light rain
374,Rosetta,EG,31.4,30.42,78.8,54,40,13.87,scattered clouds
375,Babanka,UA,48.71,30.45,47.73,77,100,12.37,overcast clouds
376,Bonavista,CA,48.65,-53.11,36.0,69,100,8.05,overcast clouds
377,Leningradskiy,RU,69.38,178.42,19.22,93,95,11.74,overcast clouds
378,Guararapes,BR,-21.26,-50.64,81.97,51,39,12.26,scattered clouds
379,Kolokani,ML,13.57,-8.03,96.39,14,29,10.33,scattered clouds
380,Ayan,RU,56.45,138.17,26.04,88,100,7.81,overcast clouds
381,Moshny,UA,49.51,31.75,47.82,90,100,11.79,light rain
382,Hasaki,JP,35.73,140.83,46.4,87,20,5.82,few clouds
383,Manali,IN,13.17,80.27,82.4,74,20,2.24,mist
384,Tabou,CI,4.42,-7.35,81.84,76,79,8.23,broken clouds
385,Panzhihua,CN,26.59,101.71,69.62,71,59,2.06,broken clouds
386,Kyra,RU,49.58,111.98,24.37,86,91,5.86,overcast clouds
387,Newtownards,GB,54.59,-5.69,52.0,71,86,31.09,overcast clouds
388,Qaqortoq,GL,60.72,-46.03,24.8,73,75,2.24,broken clouds
389,Finschhafen,PG,-6.6,147.87,79.2,79,100,6.96,overcast clouds
390,Maumere,ID,-8.62,122.21,81.21,74,69,5.57,broken clouds
391,Lyskovo,RU,56.03,45.04,40.33,92,67,5.41,broken clouds
392,Taoudenni,ML,22.68,-3.98,93.02,11,100,8.81,overcast clouds
393,Praia Da Vitoria,PT,38.73,-27.07,73.4,83,75,19.64,broken clouds
394,Dhidhdhoo,MV,6.88,73.1,83.82,68,99,7.7,overcast clouds
395,Shakhunya,RU,57.68,46.61,38.62,93,100,6.11,overcast clouds
396,Sola,VU,-13.88,167.55,80.74,81,43,20.27,scattered clouds
397,Husavik,IS,66.04,-17.34,44.6,65,20,11.41,few clouds
398,Jacqueville,CI,5.21,-4.41,86.0,74,40,8.05,light rain
399,Warri,NG,5.52,5.75,83.95,74,91,8.88,moderate rain
400,Meadow Lake,US,34.8,-106.54,51.01,70,20,1.9,few clouds
401,Kapoeta,SS,4.77,33.59,88.29,36,22,13.78,few clouds
402,Davila,PH,18.47,120.58,76.35,73,88,22.5,overcast clouds
403,Hovd,MN,48.01,91.64,28.24,84,0,1.32,clear sky
404,Tuatapere,NZ,-46.13,167.68,45.0,83,3,4.0,clear sky
405,Prijedor,BA,44.98,16.71,68.0,52,0,5.82,clear sky
406,Kuhdasht,IR,33.53,47.61,73.4,11,0,6.93,clear sky
407,Shelopugino,RU,51.65,117.56,23.11,95,100,5.84,overcast clouds
408,Flinders,AU,-34.58,150.86,60.01,88,32,4.0,scattered clouds
409,Blythe,US,33.61,-114.6,51.8,32,1,4.29,clear sky
410,San Patricio,US,28.02,-97.52,60.01,82,20,6.93,few clouds
411,Antofagasta,CL,-23.65,-70.4,68.0,67,40,6.93,scattered clouds
412,Salym,RU,60.06,71.48,33.12,94,96,8.01,overcast clouds
413,Dubrovka,RU,53.69,33.51,46.4,87,75,8.95,broken clouds
414,Cairns,AU,-16.92,145.77,73.4,88,40,1.12,scattered clouds
415,Argos,GR,37.63,22.73,69.01,40,1,1.52,clear sky
416,Morehead,US,37.27,-87.18,50.0,71,1,5.82,clear sky
417,Ouadda,CF,8.08,22.4,81.23,68,36,1.81,light rain
418,Sobolevo,RU,54.43,31.9,47.88,85,100,9.1,light rain
419,Severo-Yeniseyskiy,RU,60.37,93.04,4.59,94,0,4.56,clear sky
420,Corozal,CO,9.32,-75.29,81.0,83,50,9.66,light rain
421,Richards Bay,ZA,-28.78,32.04,67.98,75,100,9.62,overcast clouds
422,Bardiyah,LY,31.76,25.09,71.1,61,23,11.43,few clouds
423,Santa Cruz,BO,-17.8,-63.17,82.4,32,1,28.86,clear sky
424,Fare,PF,-16.7,-151.02,79.07,75,12,17.9,few clouds
425,Nalut,LY,30.33,10.85,73.78,26,0,8.7,clear sky
426,Hobyo,SO,5.35,48.53,82.58,72,99,8.77,light rain
427,Mmabatho,ZA,-25.85,25.63,84.2,28,75,14.99,broken clouds
428,Jizan,SA,17.33,42.67,89.6,66,20,13.87,few clouds
429,Grindavik,IS,63.84,-22.43,44.6,81,40,14.99,scattered clouds
430,Urucara,BR,-2.54,-57.76,97.07,38,73,5.3,broken clouds
431,Tual,ID,-5.67,132.75,83.14,76,40,13.49,scattered clouds
432,Ust-Ishim,RU,57.69,71.17,34.57,88,100,7.76,overcast clouds
433,Azad Shahr,IR,34.79,48.57,50.74,44,0,2.1,clear sky
434,Krasnoselkup,RU,65.7,82.47,31.91,98,100,23.15,light rain
435,Grand Gaube,MU,-20.01,57.66,69.01,66,0,1.99,clear sky
436,Miyako,JP,39.64,141.95,47.25,74,0,6.6,clear sky
437,Mirskoy,RU,45.54,40.4,61.93,74,100,7.49,overcast clouds
438,Comodoro Rivadavia,AR,-45.87,-67.5,60.8,67,0,4.7,clear sky
439,Semnan,IR,35.57,53.4,59.92,32,0,0.58,clear sky
440,Dingle,PH,11.0,122.67,76.33,86,100,5.75,overcast clouds
441,Pisco,PE,-13.7,-76.22,64.99,82,90,6.93,overcast clouds
442,Ust-Nera,RU,64.57,143.2,-4.63,82,100,1.5,overcast clouds
443,Springdale,US,36.19,-94.13,51.01,87,1,3.36,clear sky
444,Inhambane,MZ,-23.86,35.38,77.29,67,4,15.77,clear sky
445,Alice Springs,AU,-23.7,133.88,66.2,24,31,8.05,scattered clouds
446,Egvekinot,RU,66.32,-179.17,12.51,81,58,4.38,broken clouds
447,Alyangula,AU,-13.85,136.42,75.2,94,0,7.02,clear sky
448,Suslovo,RU,56.22,88.12,32.77,99,100,7.58,overcast clouds
449,Chivilcoy,AR,-34.9,-60.02,68.0,44,0,5.01,clear sky
450,Morgan City,US,29.7,-91.21,63.0,93,1,4.7,clear sky
451,Verkhoturye,RU,58.86,60.81,35.87,89,90,7.99,overcast clouds
452,Ozuluama,MX,21.67,-97.85,66.2,63,5,8.05,clear sky
453,Vardo,NO,70.37,31.11,33.8,74,75,16.11,broken clouds
454,Samarai,PG,-10.62,150.67,80.49,85,64,9.44,broken clouds
455,Mokhsogollokh,RU,61.47,128.92,-12.28,89,0,0.31,clear sky
456,Lubango,AO,-14.92,13.49,67.87,73,100,6.6,moderate rain
457,Barcelos,PT,41.54,-8.62,68.0,88,75,10.29,broken clouds
458,Lutin,CZ,49.56,17.14,53.01,94,100,1.57,overcast clouds
459,Festus,US,38.22,-90.4,52.0,79,3,8.43,clear sky
460,Kokopo,PG,-4.35,152.26,77.77,82,100,3.65,overcast clouds
461,Bilma,NE,18.69,12.92,87.4,13,0,6.15,clear sky
462,Agadez,NE,19.75,10.25,84.11,15,0,12.1,clear sky
463,Hervey Bay,AU,-25.3,152.85,75.99,82,6,4.0,clear sky
464,Tecoanapa,MX,16.52,-98.75,80.64,73,8,1.9,clear sky
465,Zhoucheng,CN,35.91,116.31,56.23,78,45,3.65,scattered clouds
466,Belaya Gora,RU,68.53,146.42,-7.35,92,100,5.21,overcast clouds
467,Ulladulla,AU,-35.35,150.47,59.0,87,75,8.05,light rain
468,Pokrovsk,UA,48.28,37.18,55.26,90,100,7.61,overcast clouds
469,Jiexiu,CN,37.02,111.91,48.07,44,1,4.18,clear sky
470,Narsaq,GL,60.92,-46.05,24.8,73,75,2.24,broken clouds
471,Kamenka,RU,51.32,42.77,51.64,89,100,8.05,light rain
472,Burley,US,42.54,-113.79,42.8,56,1,11.41,clear sky
473,Novobirilyussy,RU,56.95,90.67,20.43,97,79,4.25,broken clouds
474,Moron,AR,-34.65,-58.62,72.0,36,0,1.01,clear sky
475,Mount Pleasant,US,32.79,-79.86,66.0,77,1,4.7,clear sky
476,Kloulklubed,PW,7.04,134.26,82.4,78,75,8.05,broken clouds
477,Krasnoye-Na-Volge,RU,57.51,41.24,44.6,87,90,4.47,overcast clouds
478,Porbandar,IN,21.64,69.61,83.57,40,0,6.98,clear sky
479,Sao Joao Da Barra,BR,-21.64,-41.05,75.2,78,90,11.41,overcast clouds
480,Port Lincoln,AU,-34.73,135.87,54.84,83,1,11.48,clear sky
481,Amapa,BR,1.0,-52.0,97.25,29,0,6.64,clear sky
482,Krivosheino,RU,57.34,83.93,33.87,95,100,9.73,overcast clouds
483,Thoen,TH,17.61,99.22,74.12,90,32,1.19,scattered clouds
484,Muros,ES,42.78,-9.06,63.0,91,100,18.01,overcast clouds
485,Chipinge,ZW,-20.19,32.62,78.19,34,7,10.29,clear sky
486,Elizabeth City,US,36.29,-76.25,57.99,71,20,12.75,few clouds
487,Lang Suan,TH,9.95,99.08,77.97,86,100,2.06,light rain
488,Pinega,RU,64.7,43.39,30.92,96,0,5.32,clear sky
489,Pipri,IN,19.8,75.53,78.8,57,75,7.05,haze
490,Chitradurga,IN,14.23,76.4,73.11,67,40,7.7,scattered clouds
491,Marsa Matruh,EG,31.35,27.25,75.2,53,40,9.17,scattered clouds
492,Tuxpan,MX,19.55,-103.4,71.6,83,40,9.17,mist
493,Pacific Grove,US,36.62,-121.92,46.4,87,1,4.7,clear sky
494,Hibbing,US,47.43,-92.94,37.4,69,1,10.29,clear sky
495,Waddan,LY,29.16,16.14,73.92,37,0,10.78,clear sky
496,Cap Malheureux,MU,-19.98,57.61,69.01,66,0,1.99,clear sky
497,Mount Gambier,AU,-37.83,140.77,42.8,93,25,4.18,scattered clouds
498,Saint-Leu,RE,-21.15,55.28,71.6,53,90,8.05,overcast clouds
499,Praia,CV,14.92,-23.51,84.2,58,75,26.4,broken clouds
500,Najran,SA,17.49,44.13,80.6,21,0,9.17,clear sky
501,Bilibino,RU,68.05,166.44,-1.05,86,9,2.26,clear sky
502,Los Llanos De Aridane,ES,28.66,-17.92,80.6,57,0,9.17,clear sky
503,Mogadishu,SO,2.04,45.34,82.4,69,75,9.17,broken clouds
504,Imeni Babushkina,RU,59.76,43.13,31.69,97,21,4.99,few clouds
505,Zhangjiakou,CN,40.81,114.88,42.12,51,53,9.28,broken clouds
506,Timmins,CA,48.47,-81.33,24.8,79,75,10.29,broken clouds
507,Broken Hill,AU,-31.95,141.43,57.2,71,0,11.65,clear sky
508,Emba,KZ,48.83,58.14,49.08,43,96,10.45,overcast clouds
509,Sistranda,NO,63.73,8.83,46.4,75,75,18.34,broken clouds
510,Hvolsvollur,IS,63.75,-20.22,44.6,81,20,14.99,few clouds
511,King City,US,36.21,-121.13,46.4,75,1,8.05,clear sky
512,Saint-Francois,FR,46.42,3.91,68.0,60,0,2.24,clear sky
513,Puerto Baquerizo Moreno,EC,-0.9,-89.6,68.65,90,100,13.0,overcast clouds
514,Camacha,PT,33.08,-16.33,73.4,73,20,10.29,few clouds
515,Bay Roberts,CA,47.6,-53.26,35.01,79,100,8.01,overcast clouds
516,Awbari,LY,26.59,12.78,73.6,31,0,10.63,clear sky
517,Margate,GB,51.38,1.39,57.99,92,89,11.01,light rain
518,Kenitra,MA,34.26,-6.58,71.6,64,0,5.82,clear sky
519,Beitbridge,ZW,-22.22,30.0,90.18,27,0,18.68,clear sky
520,Lida,BY,53.88,25.3,48.27,84,78,5.88,broken clouds
521,Portland,US,45.52,-122.68,41.0,93,90,4.7,mist
522,Half Moon Bay,US,37.46,-122.43,51.01,93,90,3.36,fog
523,The Valley,AI,18.22,-63.06,86.0,74,75,16.11,haze
524,Clarence Town,AU,-32.58,151.78,59.0,87,40,5.82,scattered clouds
525,Bastrop,US,32.76,-91.87,51.8,81,1,5.61,clear sky
526,Jasper,US,37.2,-94.35,54.0,76,1,12.75,clear sky
527,Bathsheba,BB,13.22,-59.52,84.2,79,40,17.22,shower rain
528,Arinos,BR,-15.92,-46.11,76.84,80,100,7.49,overcast clouds
529,Broome,US,42.25,-75.83,39.0,36,0,0.63,clear sky
530,Wangqing,CN,43.32,129.76,40.98,86,68,5.77,broken clouds
531,Verkhoyansk,RU,67.54,133.38,-8.36,88,90,5.17,overcast clouds
532,Svetlogorsk,BY,52.63,29.73,48.43,90,100,7.78,overcast clouds
533,Busca,IT,44.52,7.47,66.99,72,100,3.36,overcast clouds
534,Sakaiminato,JP,35.55,133.23,50.0,87,75,5.82,broken clouds
535,Medea,DZ,36.26,2.75,75.2,47,0,8.05,clear sky
536,La Ronge,CA,55.1,-105.28,17.6,85,98,8.05,overcast clouds
537,Ola,RU,59.58,151.28,33.01,95,100,13.78,overcast clouds
538,Yekaterinovka,RU,52.05,44.35,47.14,88,71,7.0,broken clouds
539,Faya,SA,18.39,42.45,71.6,60,40,11.41,scattered clouds
540,San Joaquin,US,37.93,-121.3,48.99,70,1,1.97,clear sky
541,Montivilliers,FR,49.55,0.19,59.0,93,100,14.99,moderate rain
542,Khandbari,NP,27.37,87.2,67.93,39,62,4.85,broken clouds
543,Tarakan,ID,3.3,117.63,81.9,78,100,6.76,overcast clouds
544,Soderhamn,SE,61.3,17.06,45.0,97,92,3.06,overcast clouds
545,Monte Alegre,BR,-2.01,-54.07,92.64,36,56,7.38,broken clouds
546,Northport,US,33.23,-87.58,57.0,76,1,5.82,clear sky
547,Chita,RU,52.03,113.55,28.4,63,100,4.47,overcast clouds
548,Kommunar,RU,59.62,30.39,42.8,81,75,6.71,broken clouds
549,Hirna,ET,9.22,41.1,67.35,50,100,4.23,overcast clouds
550,Russell,US,32.35,-85.2,55.99,62,75,8.05,broken clouds
551,Khvorostyanka,RU,52.61,48.96,44.44,69,100,4.25,light rain
552,Sinnar,SD,13.57,33.57,95.23,22,96,10.49,overcast clouds
553,Saldanha,ZA,-33.01,17.94,77.0,27,0,20.8,clear sky
554,Waterfoot,GB,53.69,-2.25,51.01,79,98,10.0,overcast clouds
555,Kudahuvadhoo,MV,2.67,72.89,83.73,71,32,6.62,scattered clouds
556,Mbaiki,CF,3.87,17.99,83.71,64,19,2.95,light rain
557,Ekhabi,RU,53.51,142.97,33.19,93,94,6.98,overcast clouds
558,Antalaha,MG,-14.9,50.28,72.28,72,50,12.46,scattered clouds
559,Saryg-Sep,RU,51.5,95.6,23.45,95,100,1.32,overcast clouds
560,Vostok,RU,46.49,135.88,31.95,96,100,4.94,overcast clouds
561,Sorkjosen,NO,69.8,20.93,38.26,75,100,11.39,overcast clouds
562,Salaverry,PE,-8.23,-78.97,60.8,87,90,6.93,mist
563,Znamenskoye,RU,57.13,73.83,33.33,93,95,7.92,overcast clouds
564,Jinxiang,CN,27.43,120.61,63.88,82,28,6.98,scattered clouds
565,Trincomalee,LK,8.57,81.23,82.6,73,95,9.64,light rain
566,Yunhe,CN,34.08,119.72,61.16,61,95,4.99,overcast clouds
567,Muscat,OM,23.61,58.59,80.6,57,0,5.82,clear sky
568,Zhob,PK,31.34,69.45,57.7,26,0,3.27,clear sky
569,Havre-Saint-Pierre,CA,50.23,-63.6,28.4,58,1,11.41,clear sky
570,Haines Junction,CA,60.75,-137.51,14.0,85,100,1.12,snow
571,Morant Bay,JM,17.88,-76.41,84.2,79,40,6.93,scattered clouds
572,Santa Isabel Do Rio Negro,BR,-0.41,-65.02,93.99,46,94,4.25,overcast clouds
573,Viedma,AR,-40.81,-63.0,80.01,29,0,4.0,clear sky
574,Banikoara,BJ,11.3,2.44,97.77,16,91,6.8,overcast clouds
575,Antsohihy,MG,-14.88,47.99,81.72,41,83,13.82,broken clouds
576,Tura,IN,25.52,90.22,73.27,95,100,1.92,light rain
577,Kavaratti,IN,10.57,72.64,83.16,71,69,4.9,broken clouds
578,Malacky,SK,48.44,17.02,57.99,88,99,4.38,overcast clouds
579,Bashmakovo,RU,53.21,43.03,45.21,86,82,6.87,broken clouds
580,Kieta,PG,-6.22,155.63,78.91,78,90,0.67,overcast clouds
581,Doume,CM,4.23,13.45,83.55,55,24,4.68,few clouds
582,Yenagoa,NG,4.92,6.26,83.44,78,70,4.76,moderate rain
583,Wajid,SO,3.81,43.25,81.27,62,17,10.07,few clouds
584,Umm Lajj,SA,25.02,37.27,81.7,65,0,3.29,clear sky
585,Invermere,CA,50.52,-116.04,32.9,88,30,0.87,scattered clouds
586,Tagusao,PH,9.19,117.81,79.77,81,99,3.51,overcast clouds
587,Messina,IT,38.19,15.55,69.8,56,20,6.93,few clouds
588,Ziarat,PK,30.38,67.73,41.43,52,0,1.95,clear sky
589,Wewak,PG,-3.55,143.63,79.9,82,63,5.61,light rain
590,Touros,BR,-5.2,-35.46,84.2,70,75,17.22,broken clouds
591,Boz,FR,46.41,4.91,66.99,70,0,3.49,clear sky
592,Lensk,RU,60.73,114.93,0.28,90,69,3.44,broken clouds
593,Roald,NO,62.58,6.13,48.2,70,0,8.05,clear sky
594,Gorontalo,ID,0.54,123.06,77.92,79,100,2.95,overcast clouds
595,Caranavi,BO,-15.82,-67.55,67.23,67,99,1.63,overcast clouds
596,Wanning,CN,18.8,110.4,74.03,84,16,8.46,few clouds
597,Sao Felix Do Xingu,BR,-6.64,-51.99,92.68,48,100,2.08,overcast clouds
598,Moree,AU,-29.47,149.85,57.2,67,0,7.61,clear sky
599,Bastos,BR,-21.92,-50.73,80.51,51,42,13.73,scattered clouds
600,Shetpe,KZ,44.17,52.12,57.97,30,100,13.18,overcast clouds
601,Fairbanks,US,64.84,-147.72,10.99,85,90,2.19,light snow
602,Nicoya,CR,10.15,-85.45,77.0,100,40,3.36,scattered clouds
603,Montijo,PT,38.71,-8.97,71.6,68,20,2.24,few clouds
604,Manokwari,ID,-0.87,134.08,80.85,79,100,6.17,overcast clouds
605,Miramar,US,25.99,-80.23,82.0,100,90,4.7,overcast clouds
606,Peleduy,RU,59.63,112.74,6.75,93,86,5.23,overcast clouds
607,Valdez,EC,1.25,-78.98,78.46,82,100,8.16,overcast clouds
608,Vila Velha,BR,-20.33,-40.29,73.4,88,90,4.7,overcast clouds
609,Isangel,VU,-19.55,169.27,75.0,81,87,14.47,overcast clouds
610,Podosinovets,RU,60.28,47.07,30.31,96,29,6.71,scattered clouds
611,Oksfjord,NO,70.24,22.35,35.6,77,100,14.99,overcast clouds
612,Spencer,US,43.14,-95.14,46.99,80,1,12.75,clear sky
613,Young,UY,-32.68,-57.63,72.0,45,3,3.0,clear sky
614,Babu,CN,24.42,111.52,66.94,84,14,3.38,few clouds
615,Mangan,IN,27.52,88.53,68.31,28,61,7.49,broken clouds
616,Atherton,GB,53.52,-2.49,55.99,60,94,8.99,overcast clouds
617,Bac Lieu,VN,9.29,105.72,79.65,87,62,9.64,light rain
618,Southbridge,US,42.08,-72.03,34.0,47,1,3.36,clear sky
619,Kaeo,NZ,-35.1,173.78,60.01,95,49,6.31,scattered clouds
620,Amarante Do Maranhao,BR,-5.57,-46.74,94.77,37,99,3.6,light rain
621,Christchurch,NZ,-43.53,172.63,53.6,87,92,6.93,overcast clouds
622,Ashland,US,40.82,-82.27,39.99,64,1,10.29,clear sky
623,Tigil,RU,57.8,158.67,31.73,89,100,5.86,overcast clouds
624,Saint-Joseph,RE,-21.37,55.62,71.6,53,90,8.05,overcast clouds
625,Reconquista,AR,-29.15,-59.65,73.42,45,0,9.08,clear sky
626,Petropavlovsk-Kamchatskiy,RU,53.05,158.65,39.2,69,75,11.18,broken clouds
627,Brookings,US,44.31,-96.8,43.0,80,1,8.05,clear sky
628,Lorengau,PG,-2.02,147.27,80.91,75,26,4.12,scattered clouds
629,Dinguiraye,GN,11.3,-10.72,91.17,28,52,5.08,broken clouds
630,High Prairie,CA,55.43,-116.49,24.8,92,9,6.93,clear sky
631,Rancho Palos Verdes,US,33.74,-118.39,55.4,82,1,0.69,clear sky
632,Xixiang,CN,35.16,112.86,62.01,99,8,10.16,clear sky
633,Medford,US,42.33,-122.88,50.0,57,1,3.36,clear sky
634,Baisha,CN,26.52,110.93,63.64,84,100,0.58,overcast clouds
635,Naze,JP,28.37,129.48,71.6,53,13,10.29,few clouds
636,Jerantut,MY,3.94,102.36,75.4,91,94,0.87,heavy intensity rain
637,Quatre Cocos,MU,-20.21,57.76,69.8,68,40,13.87,shower rain
638,Ancud,CL,-41.87,-73.82,64.0,45,0,12.75,clear sky
639,Alexander City,US,32.94,-85.95,61.0,66,1,10.29,clear sky
640,Vryburg,ZA,-26.96,24.73,86.25,22,98,8.12,overcast clouds
641,Bloomsburg,US,41.0,-76.45,43.0,59,0,1.01,clear sky
642,Daro,GN,8.52,-9.57,89.89,38,17,4.27,few clouds
643,Seoul,KR,37.57,126.98,59.0,54,90,6.76,overcast clouds
644,Lakefield,US,43.68,-95.17,45.0,80,1,18.34,clear sky
645,Belur,IN,13.17,75.87,67.62,87,29,2.13,scattered clouds
646,Kyaka,TZ,-1.25,31.42,77.0,65,40,9.17,scattered clouds
647,Buraydah,SA,26.33,43.98,86.0,19,0,4.7,clear sky
648,Ugoofaaru,MV,5.67,73.0,83.07,68,20,5.7,few clouds
649,Aden,YE,12.78,45.04,83.48,65,0,16.53,clear sky
650,Tombouctou,ML,20.0,-3.0,93.43,10,100,3.36,overcast clouds
651,Novokizhinginsk,RU,51.61,109.59,23.77,92,95,12.84,overcast clouds
652,Mizan Teferi,ET,6.98,35.58,66.72,90,96,0.74,light rain
653,Mangrol,IN,21.12,70.12,81.84,56,0,9.91,clear sky
654,Soyo,AO,-6.13,12.37,84.2,74,20,9.17,few clouds
655,Swan Hill,AU,-35.34,143.55,52.36,76,0,9.35,clear sky
656,Zaltan,LY,32.95,11.87,71.6,58,19,10.25,few clouds
657,Gambo,CF,4.65,22.26,82.87,69,42,4.14,light rain
658,Oranjestad,AW,12.52,-70.03,84.2,79,20,11.41,few clouds
659,Makakilo City,US,21.35,-158.09,71.6,88,75,4.7,broken clouds
660,Magadan,RU,59.57,150.8,33.21,95,100,6.24,moderate rain
661,Klaeng,TH,12.78,101.65,82.0,94,94,2.1,overcast clouds
662,Sergeyevka,KZ,53.88,67.42,36.16,83,20,12.03,few clouds
663,Port Shepstone,ZA,-30.74,30.45,63.36,80,100,2.77,light rain
664,Abnub,EG,27.27,31.15,89.6,40,0,13.87,clear sky
665,Palmer,US,42.16,-72.33,34.0,100,1,3.36,clear sky
666,Bremerton,US,47.57,-122.63,43.0,99,9,0.94,clear sky
667,Astana,KZ,51.18,71.45,21.2,100,75,4.47,fog
668,Barcelona,ES,41.39,2.16,77.0,68,0,17.22,clear sky
669,Matay,EG,28.42,30.78,81.84,42,0,14.38,clear sky
670,Dali,CN,25.7,100.18,58.48,85,14,5.06,few clouds
671,Kirov,RU,58.6,49.66,36.99,95,100,6.42,light rain
672,De Aar,ZA,-30.65,24.01,70.72,43,83,17.9,broken clouds
673,Enshi,CN,30.3,109.48,58.5,86,100,1.25,light rain
674,Junction City,US,39.03,-96.83,55.4,44,1,20.8,clear sky
675,Okato,NZ,-39.2,173.88,54.0,90,100,4.0,overcast clouds
676,Corinto,GR,37.94,22.96,69.01,40,0,3.67,clear sky
677,Kara-Tyube,RU,44.63,45.44,60.49,79,100,11.59,overcast clouds
678,Jining,CN,35.41,116.58,57.24,73,9,7.45,clear sky
679,Nizhneangarsk,RU,55.78,109.55,21.78,83,96,7.85,overcast clouds
